"","ERR1072629","ERR1072937","ERR1073023","ERR1073394","ERR1073395","ERR1073490","ERR1073491","ERR1073812","ERR1074062","ERR1074157","ERR1074475","ERR1074512","ERR1074615","ERR1074802","ERR1075093","ERR1075141","ERR1075184","ERR1075317","ERR1075554","ERR1075631","ERR1075686","ERR1075741","ERR1075850","ERR1075876","ERR1075892","ERR1076013","ERR1076843","ERR1076847","ERR1076868","ERR1076869","ERR1077263","ERR1089672","ERR1089686","ERR1089704","ERR1089705","ERR1089710","ERR1089717","ERR1089719","ERR1089726","ERR1089729","ERR1089730","ERR1089748","ERR1089785","ERR1089804","ERR1089813","ERR1089833","ERR1089834","ERR1089835","ERR1089866","ERR1089891","ERR1089900","ERR1089903","ERR1089906","ERR1089914","ERR1089915","ERR1089940","ERR1089941","ERR1089942","ERR1089946","ERR1089980","ERR1089993","ERR1089997","ERR1090006","ERR1090008","ERR1090009","ERR1090040","ERR1090047","ERR1090065","ERR1090082","ERR1090099","ERR1090112","ERR1090126","ERR1090137","ERR1090139","ERR1090140","ERR1090242","ERR1090246","ERR1090339","ERR1090367","ERR1090409","ERR1090412","ERR1090417","ERR1090429","ERR1090439","ERR1090446","ERR1090448","ERR1090452","ERR1090454","ERR1090457","ERR1090465","ERR1090466","ERR1090471","ERR1090487","ERR1090508","ERR1090511","ERR1090512","ERR1090527","ERR1090528","ERR1090529","ERR1090536","ERR1090539","ERR1090544","ERR1090563","ERR1090571","ERR1090580","ERR1090650","ERR1090654","ERR1090655","ERR1090677","ERR1090682","ERR1090703","ERR1090785","ERR1090796","ERR1090799","ERR1090804","ERR1090819","ERR1090820","ERR1090847","ERR1090864","ERR1090884","ERR1090885","ERR1090888","ERR1090889","ERR1090895","ERR1090906","ERR1090911","ERR1090913","ERR1090914","ERR1090916","ERR1090926","ERR1090933","ERR1090937","ERR1090943","ERR1090948","ERR1090951","ERR1090952","ERR1090969","ERR1090970","ERR1090984","ERR1091000","ERR1091021","ERR1091031","ERR1091033","ERR1091034","ERR1091059","ERR1091060","ERR1091067","ERR1091068","ERR1091076","ERR1091105","ERR1091106","ERR1091108","ERR1091119","ERR1091121","ERR1091124","ERR1091130","ERR1091146","ERR1091157","ERR1091175","ERR1091177","ERR1091186","ERR1091189","ERR1091268","ERR1091269","ERR1091270","ERR1091298","ERR1091299","ERR1091329","ERR1091338","ERR1091340","ERR1091365","ERR1091366","ERR1091377","ERR1091379","ERR1091380","ERR1091387","ERR1091388","ERR1091395","ERR1091396","ERR1091410","ERR1091417","ERR1091422","ERR1091432","ERR1091434","ERR1091443","ERR1091454","ERR1091460","ERR1091466","ERR1091471","ERR1091476","ERR1091483","ERR1091484","ERR1091486","ERR1091487","ERR1091493","ERR1091505","ERR1091516","ERR1091517","ERR1091519","ERR1091523","ERR1091524","ERR1091526","ERR1091530","ERR1091533","ERR1091542","ERR1091545","ERR1091561","ERR1091569","ERR1091579","ERR1091594","ERR1091595","ERR1091611","ERR1091620","ERR1091643","ERR1091652","ERR1091653","ERR1091669","ERR1091671","ERR1091675","ERR1091708","ERR1091717","ERR1091726","ERR1091727","ERR1091734","ERR1091750","ERR1091752","ERR1091754","ERR1091756","ERR1091757","ERR1091758","ERR1091759","ERR1091764","ERR1091774","ERR1091795","ERR1091798","ERR1091802","ERR1091809","ERR1091810","ERR1091817","ERR1091821","ERR1091838","ERR1160352","ERR1160392","ERR1160435","ERR1160458","ERR1160463","ERR1160484","ERR1160486","ERR1160490","ERR1160499","ERR1160503","ERR1160544","ERR1160548","ERR1160555","ERR1160557","ERR1160566","ERR1160575","ERR1160580","ERR1160583","ERR1160586","ERR1160587","ERR1160596","ERR1160601","ERR1160619","ERR1160639","ERR1160648","ERR1160661","ERR1160669","ERR1160675","ERR1160679","ERR1160683","ERR1160685","ERR1160693","ERR1160706","ERR1160717","ERR1160791","ERR1160798","ERR1160801","ERR1160802","ERR1160807","ERR1249647","ERR1249655","ERR1249665","ERR1249668","ERR1249679","ERR1249688","ERR1249694","ERR1249740","ERR1249760","ERR1249790","ERR1249793","ERR1249804","ERR1249806","ERR1249818","ERR1249834","ERR1249835","ERR1249837","ERR1249865","ERR1249884","ERR1249895","ERR1249934","ERR1249944","ERR1249963","ERR1249967","ERR1249968","ERR1249977","ERR1249992","ERR1250017","ERR1250043","ERR1250073","ERR1250085","ERR1250120","ERR1250123","ERR1250134","ERR1250396","ERR1250427","ERR1250447","ERR1250449","ERR1250474","ERR1250493","ERR1250506","ERR1250508","ERR1250515","ERR1250523","ERR1250540","ERR1250550","ERR1250556","ERR1250559","ERR1250566","ERR1250590","ERR1250609","ERR1250614","ERR1250616","ERR1250620","ERR1250634","ERR1250635","ERR1250639","ERR1250646","ERR1250647","ERR1458723","ERR1545728","ERR1545993","ERR1843471","ERR1843546","ERR1843547","ERR1843550","ERR1844562","ERR1845171","ERR1845903","ERR2032711","ERR2056786","ERR2092550","ERR2313943","ERR2313949"
"Brachyspira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149227,0,0,0,0,0,0,0,0,0,0.00623539,0,0,0,0,0,0,0.0309598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bradyrhizobium",0,0,0,0,0,0,0,0,0,0,0.0287704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202114,0,0.0481822,0,0,0,0,0,0,0,0,0.00501907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00899901,0,0,0.00480054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00596908,0,0,0,0,0,0,0,0,0,0,0,0,0.00188647,0,0,0,0,0,0,0,0,0,0,0.00296375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188032,0,0,0,0.000727405,0.00510067,0.00175288,0.00129012,0.00202585,0,0.00641513,0,0,0,0,0.00237954,0,0,0,0,0,0.00236524,0.0118064,0.000947975,0,0.000982956,0,0.0371212,0,0.00353026,0,0,0,0.00468099,0,0.00471732,0.00375756,0.00285774,0.000917187,0.000596189,0.00484347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brevibacillus",0,0,0,0,0,0.00318918,0,0,0,0,0.0115081,0,0,0,0,0.00210748,0.00401204,0,0,0,0,0,0,0.00329685,0,0,0,0,0,0.00817929,0,0,0,0,0,0.00342513,0,0,0.0241051,0.00426712,0,0,0.004649,0.0342363,0,0,0.00395898,0.00335053,0.00495933,0,0.00413462,0,0.0037262,0.0315681,0,0,0.0045819,0,0,0.00892061,0.00471988,0,0.00994102,0,0,0.0059673,0,0,0,0,0,0,0.0190304,0.0100457,0,0.00839419,0.00511902,0,0.00559597,0,0,0,0,0,0.0038301,0,0,0,0,0,0,0.00813835,0,0.00488353,0.0262241,0,0,0,0.00393716,0,0.00552975,0,0.00507357,0.0196146,0,0,0.00453289,0,0.00650406,0.00376861,0,0,0.0303558,0,0,0,0.00980681,0,0,0.00122375,0,0.00194936,0,0,0,0.00124128,0.00488568,0,0,0.00102465,0,0,0,0.00177762,0,0,0,0,0,0,0.00773076,0,0.0494084,0,0,0.00351228,0,0.00296701,0.00535475,0.00173995,0,0.00301627,0.00175377,0,0,0,0.0019119,0,0,0,0.0148555,0.00148954,0,0,0.00514007,0,0,0,0.00512715,0,0,0,0,0,0.00230505,0,0,0,0,0,0,0,0,0,0.00343997,0.00436605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165314,0,0,0,0.00679794,0.00223514,0.00542977,0,0,0,0,0.00422297,0,0,0.00177503,0,0,0,0,0,0,0,0,0.00548546,0,0,0,0,0,0,0.0108637,0.00237462,0,0,0,0,0,0,0,0.000727405,0,0.00175288,0.00645061,0,0,0,0,0,0.00135658,0,0,0,0,0,0,0.00135726,0,0,0,0.00116093,0,0,0,0.00282366,0,0,0,0,0,0,0,0.00187878,0.00571548,0,0.00119238,0.00968695,0,0.00382161,0,0,0.00709774,0.0122579,0,0.00387943,0.328881,0,0.00692425,0,0.00358822,0.0134965,0,0.0136612,0,0,0.00934667,0,0.00587751,0.00848428,0.0385245,0,0,0.00598086,0,0,0.0106604,0.00311023,0.0107741,0,0,0,0.00561356,0.0175101,0.00567086,0.0101015,0,0.00333645,0.0119565,0.0371575,0,0,0,0.0144023,0,0,0,0.0101348,0.00964274,0,0.00659109,0,0.00438366,0.00869338,0,0,0.00711086,0,0,0.004158,0.0121385,0.0167768,0,0.00507795,0,0,0,0,0.00541506,0.00546568,0.00425604,0,0,0.00187224
"Brevibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00775524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891822,0.014087,0,0.00612557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00564748,0,0,0,0.00289855,0,0,0,0,0.00122375,0,0.12086,0,0,0,0,0,0,0,0.0143451,0,0,0,0,0,0,0,0,0.0116913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00319765,0,0,0.00204952,0,0,0,0,0,0,0,0,0.0533344,0,0,0,0,0,0,0,0,0,0,0.00194326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118731,0,0,0,0,0.00242854,0,0,0.000363702,0,0.000584293,0.00258025,0,0,0,0,0,0,0,0,0,0.00342977,0.00107025,0.016831,0.0217161,0,0,0.00284393,0.00348278,0,0.00074623,0.000554047,0.00282366,0,0,0,0,0.00468099,0,0,0,0,0,0.000596189,0.00161449,0,0,0,0,0,0,0,0.00387943,0,0,0,0,0,0,0,0,0,0,0,0,0.0293876,0,0,0,0,0,0,0,0,0,0,1.14689,0.217053,0,0,0,0,0,0,0,0.00398549,0,0,0.135772,0,0.00480077,0,0,0.0210128,0,0,0,0,0,0,0,0,0,0,0,0,0.0623701,0,0.00335537,0,0,0,0,0,0,0,0,0,0,0,0
"Brevundimonas",0,0,0,0,0,0.00318918,0.00315657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379896,0,0,0.00269964,0,0,0,0,0,0,1.30496,0.20188,0,0,0,0,0.00427954,0,0,0,0,0,0,0,0,0,0,0,0.0208951,0,0,0,0,0,0,0,0,0,0,0.00803988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352175,0,0.00612557,0,0,1.32034,0,0,0,0.00823316,0.00488353,0,0,0,0,0,0,0,1.62313,0,0,0,0,0,0.00468538,0,0.00376861,0,0,0,0,0,0,0.0147102,0,0,0,0,0,0,0,0,0,0,0,0,0.160871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296701,0,0,0,0,0,0,0,0,0,0.0198143,0,0,0,0,0,0,0,0,0,0,0.00170905,0,0.00298454,0,0,0,0,0,0,0,0,0,0.0218238,0,0,14.2995,0,0,0,0,0,0,0,0,0,0,0,0.00120325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449277,0,0,0,0.11402,0,0,0,0,0.00326355,0.0031111,0,0,0,0,0,0,0,0,0,0,0.00157629,0,0,0,0,0,0,0,0,0,0.00196336,0.000727405,0,0.00175288,0,0.00101292,0.00511247,0.00183289,0,0,0,0,0.00237954,0,2.61863,0,0,0,0,0,0,0,0,0,1.43775,0,0,0,0.00334627,0,0,0,0.00235866,0.000939391,0.00190516,0,0.000596189,0.00242174,0,0,0,0,0,0,0,0,1.93281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112271,0,0,0,0,0,0.00398549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00541477,0,0,0.00469594,0,0,0,0,0,0,0,0.0068937,0,0,0,0.00425604,0,0.00401816,0.00187224
"Brochothrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000939391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brucella",0,0,0,0,0,0,0,0,0.00520833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50341,0,0,0.00651197,0.210846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177503,0,0,0,0,0,0,0,0,0.0548546,0,0,0,0,0,0,1.02988,0,0,0,0,0,0,0,0,0.000727405,0.00127517,0.000584293,0,0,0,0.000916447,0,0,0,0,0,0,0,0,0,0.000678629,0,0.00196773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190516,0,0,0.00161449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bulleidia",0,0,0.0167485,0,0,0,0.00315657,0,0,0.0129475,0,0,0,0.00331203,0.00516742,0.00210748,0,0,0,0,0,0,0,0,0.00512926,0.00387762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00772439,0,0,0.00855908,0,0,0,0,0,0,0,0,0,0,0.368178,0.0334322,0,0,0,0,0,0,0.00331367,0.280053,0.00628713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605583,0.00480054,0.0256305,0,0,0.0038301,0.00612557,0,0,0,0,0,0,0,0.00488353,0,0,0,0.00646872,0.00393716,0,0,0,0,0.0343255,0.0111857,0,0.00906577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363702,0.00255034,0.00350576,0.00129012,0.205624,0.097137,0.000916447,0,0,0,0,0.0142772,0.0092809,0,0.00642151,0,0.00135726,0,0.00196773,0.00473988,0.00116093,0.00982956,0.00074623,0.00110809,0,0,0,0.389841,0,0,0.00347808,0.00235866,0,0.00381032,0.00183437,0.00655808,0.000807246,0,0,0,0,0,0.0122579,0,0,0,0,0.283894,0,0,0,0,0,0,0.0053251,0.01402,0,0.011755,0,0.0144467,0,0,0,0,0,0,0,0,0,0,0.00433219,0,0.0116734,0,0,0,0,0,2.51742,0,0.0891001,0,0.00480077,0,0,0.0052532,0,0,0,0,0.0226616,0.00438366,0,0,0,0,0,0,0,0.312566,0.00671073,0,0,0.00463392,0,0,0.0031904,0,0,0.855465,0,0.00401816,0
"Burkholderia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312071,0,0,0,0,0.00501907,0,0,0,0.00516049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00453289,0,0,0.00376861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363702,0.00255034,0.000584293,0,0,0,0,0,0,0,0,0,0,0.00171488,0,0.00120221,0,0,0,0,0,0,0,0.00387833,0,0,0,0,0,0,0.00173904,0,0,0,0,0,0.00242174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyricimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272659,0.00319535,0.198501,0.286957,0.0520958,0,0,0.0405124,0,0.274733,0.183239,1.33474,0,0.694075,0.538716,0.00488568,0.118775,0.33835,0.188536,0.561447,0.00414869,0.147361,0,0,0.091258,0,0,0.0865153,0.482822,0.311807,0.00406554,0.0130022,0.271331,0.228183,0.00175614,0.010962,0.338239,0,0.428027,0.00286878,0,0,0.327943,0.565309,1.37547,0.250459,0.232111,0,0.310733,0.321251,0.253221,0.00173741,0,0.0102801,0.421059,0.318154,0,0.152106,0,0.0507372,0,0.181724,0.402371,0.124473,0.210165,0.0169242,0.655522,0.0110703,0.518775,0.109119,0.00295081,0.00376832,0.00377294,0.130719,0,0.0143519,0.194604,0.710404,0.585169,0.295499,0.0676062,0.157813,0.0397493,0.40307,0.00120325,0.0481826,0.0761615,0.030447,0.00764,0.0532561,0.0256795,0.0529004,0,0.0907251,0.103388,0,0.0178811,0.287778,0.00224638,0,0.20112,0.266226,0.358953,0.240743,0.135881,0.00710013,0,0,0.0591109,0.00318248,0.073474,0.160626,0.295448,0.00316046,0.0137137,0.129129,0,0,0,0,0,0.202064,0.256459,0,2.60759,0.00894454,0,0.165141,0,0.23364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyrivibrio",0,0,0,0,0,0.00318918,0,0.0105591,0,0,0,0,0,0,0.00516742,0.00210748,0.00401204,0.00518,0,0,0,0,0.00150299,0,0,0.00775524,0.00202114,0.00379896,0,0,0.0161978,0.00416129,0.00312071,0.032267,0.00467814,0,0.00572738,0,0,0,0,0,0,0,0,0,0,0.00670107,0,0.00515013,0,0,0,0.00789204,4.37153,0.0167161,0,0.0146875,0.0244678,0,0.00471988,0,0,0,0.00314357,0.134264,0,0,0,0,0,0,0,0,0,0,0,0.00299967,0.00559597,0,0,0.0051261,0,0,0,0,0,0,0,0,0,0,0.0205829,0.361381,0,0.17772,0.00716949,0.00646872,0,0,5.46339,0,0.0101471,0.00490364,0,0,0.00453289,0,2.50407,0.0113058,0,0.0197103,0.00159767,0,0.00724638,0,0.0049034,0,0.378581,0.004895,0,0.00584807,0.00292706,0.023297,0,4.98126,0,7.74083,0.00583362,0.00409861,0.00891186,0,3.23747,0.00177762,0,0.00250022,0,0.00373594,0,0.218879,0.0154615,0,0.0598102,0.0130762,0,0.00702457,0.00657722,0.00445051,0.00713967,0,0,0,0.00701508,0.00206254,0.0466769,0.0368019,0.0057357,0.0198143,0.0191429,0.00863148,0.00557082,0.00148954,0,0,0,0.0522591,0.00539243,0.0214382,0.765655,0,0.00298454,0.00412235,0.0047201,0.00271872,0,0.00296007,0.0193419,0,0.00221405,0.0144104,0.00311769,0,0.00565249,0.00188647,0,0.0087321,0,0.756303,0.0351437,0.0287788,0.00425179,0.00520048,0,0.00611527,0.0266738,0.00360976,0.0180685,0,0.010149,0.00382,0.411137,0.00197535,0,0,0.0104683,0.0159058,0,0.145284,0,0.00673915,0.0043351,0.0123766,0.00194326,0.00211149,0.0252207,0,0.00177503,0,0.00163177,0.00622219,0.00954745,0.0232023,0.00349186,0.0101879,0.0158023,0,0.00174499,0,0.00446977,0,0.00157629,0.00198965,0,0,0,0,0.00223614,0,0.242854,0.0247993,0,0.00509183,0.00382551,0,0.0141914,0.00911632,0.00511247,0.000916447,0.00758179,0,0.00135658,0.0015038,0.00237954,0.00253115,0,0.0021405,0.00240442,0.00203589,0,0.0373869,0.00189595,0.00928742,0.00196591,0,0,0.0790625,0.00353026,0.162479,0,0,0.018724,0.00173904,0.0306625,0.00187878,0.00285774,0.000917187,0.000596189,0.00968695,0,0,0,0,0.00354887,0.00612895,4.01947,0.00775885,0,0.121347,5.62941,0.00873973,0,0.00449883,0,0.0034153,0.0129634,0,0.00467333,0.0599908,0,0,0,0.0110055,0.005997,0,0,0,0,0,0,0,0.00556545,0.00433219,0,0,0,0.00505076,0.0064317,0.00333645,0.00398549,0.00464468,0.00325034,0.0381858,0,0.00480077,0.00527176,1.33996,0,0.0152022,0.00964274,0,0,0.0056654,0.0175346,0,0,0.00541477,0,0,0,0.00831601,0,0,0,0.0101559,0.00926784,0,0.0068937,0,0,0.0109314,0,0.00436872,0.184835,0
"Caldicellulosiruptor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239286,0,0,0,0,0,0.00514007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145481,0,0,0.00129012,0,0,0,0,0,0,0,0,0,0,0,0.00120221,0,0,0,0,0,0,0,0.00110809,0,0,0,0,0,0,0,0.00235866,0,0,0,0.000596189,0.000807246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00424214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00374448
